Category,Price,Rating,Stock,Discount,Net Price,SaleDate
Unknown,4673.0,4.846201402552422,Out of Stock,0.0,4673.0,2026-03-20
B,5031.0,1.8642170364748043,In Stock,25.0,3773.25,2026-03-21
Unknown,8671.0,3.03583314788547,In Stock,0.0,,2026-03-22
Unknown,3262.0,3.03583314788547,In Stock,8.0,,2026-03-23
A,2970.0,2.028725181173555,Out of Stock,2.0,2910.6,2026-03-24
Unknown,6708.0,3.177204225986467,In Stock,24.0,5098.08,2026-03-25
Unknown,9054.0,3.1662922671136755,Unknown,26.0,6699.96,2026-03-26
Unknown,7272.0,2.366807906153461,Unknown,29.0,5163.12,2026-03-27
C,7873.0,3.9918837757784704,Out of Stock,42.0,4566.34,2026-03-28
Unknown,5940.0,4.850522226025694,Out of Stock,7.0,5524.2,2026-03-29
Unknown,2209.0,2.247698082766073,Unknown,3.0,2142.73,2026-03-30
Unknown,3151.0,1.9914988458466087,In Stock,8.0,2898.92,2026-03-31
A,6911.0,2.3380039764190346,Out of Stock,11.0,6150.79,2026-04-01
Unknown,438.0,3.03583314788547,In Stock,21.0,,2026-04-02
Unknown,2761.0,2.2598457742815072,Unknown,14.0,2374.46,2026-04-03
Unknown,6361.0,3.9575231132643247,Unknown,5.0,6042.95,2026-04-04
C,1445.0,2.878007508713643,Unknown,38.0,,2026-04-05
Unknown,4659.0,3.7933312030367903,In Stock,15.0,3960.15,2026-04-06
Unknown,9158.0,3.03583314788547,In Stock,25.0,,2026-04-07
C,9306.0,4.131448623805925,In Stock,18.0,7630.920000000001,2026-04-08
Unknown,2807.0,3.217156053822698,Out of Stock,39.0,1712.27,2026-04-09
A,1297.0,3.089706066939416,In Stock,36.0,,2026-04-10
Unknown,4847.0,3.03583314788547,In Stock,41.0,,2026-04-11
D,8255.0,4.1873920005148415,In Stock,36.0,5283.2,2026-04-12
D,7894.0,1.3390547189691762,In Stock,0.0,7894.0,2026-04-13
Unknown,8209.0,1.9279102224703089,Out of Stock,19.0,6649.290000000001,2026-04-14
Unknown,7265.0,1.4200382953644772,In Stock,37.0,4576.95,2026-04-15
B,4930.0,3.321333154322702,Out of Stock,9.0,4486.3,2026-04-16
D,4999.0,3.1168924314498474,Out of Stock,40.0,,2026-04-17
Unknown,2929.0,2.744012447425937,Out of Stock,46.0,1581.66,2026-04-18
D,4529.0,3.1168924314498474,Unknown,4.0,,2026-04-19
Unknown,3509.0,3.03583314788547,In Stock,10.0,,2026-04-20
Unknown,9098.0,2.037458419910098,Out of Stock,6.0,8552.119999999999,2026-04-21
Unknown,1567.0,3.03583314788547,Unknown,37.0,,2026-04-22
Unknown,926.0,3.03583314788547,Out of Stock,21.0,,2026-04-23
Unknown,7538.0,2.5299762943234825,Unknown,29.0,5351.98,2026-04-24
D,2797.0,2.9547384924336355,In Stock,26.0,2069.78,2026-04-25
Unknown,3772.0,3.03583314788547,In Stock,44.0,,2026-04-26
Unknown,6302.0,1.8830312789098431,Unknown,6.0,5923.88,2026-04-27
Unknown,8094.0,1.3780417469694202,Out of Stock,30.0,5665.799999999999,2026-04-28
C,9873.0,2.878007508713643,In Stock,19.0,,2026-04-29
C,9016.0,3.731647190083824,Unknown,26.0,6671.84,2026-04-30
B,3621.0,3.269276521310058,In Stock,16.0,3041.64,2026-05-01
C,8629.0,2.878007508713643,Out of Stock,45.0,,2026-05-02
A,7487.0,3.089706066939416,Out of Stock,43.0,,2026-05-03
Unknown,877.0,3.959481762698795,Unknown,22.0,684.0600000000001,2026-05-04
Unknown,7058.0,2.520362722625151,Out of Stock,47.0,3740.7400000000002,2026-05-05
A,5055.0,2.782292682062825,Unknown,7.0,4701.15,2026-05-06
A,1251.0,3.089706066939416,Unknown,40.0,,2026-05-07
D,1294.0,3.1168924314498474,In Stock,0.0,,2026-05-08
Unknown,3984.0,4.068133889583458,Out of Stock,0.0,3984.0,2026-05-09
Unknown,2865.0,3.5559798150302195,Unknown,43.0,1633.0500000000002,2026-05-10
Unknown,7325.0,4.202239554811543,In Stock,22.0,5713.5,2026-05-11
C,4222.0,2.878007508713643,In Stock,23.0,,2026-05-12
Unknown,2470.0,1.0373540084530275,In Stock,41.0,1457.3000000000002,2026-05-13
Unknown,1647.0,4.28422009758718,Unknown,27.0,1202.31,2026-05-14
C,4351.0,4.134765173710846,Out of Stock,5.0,4133.45,2026-05-15
Unknown,9352.0,3.03583314788547,Out of Stock,31.0,,2026-05-16
D,9356.0,3.333491496319609,In Stock,17.0,7765.48,2026-05-17
Unknown,716.0,4.568742635024035,In Stock,17.0,594.28,2026-05-18
B,5510.0,3.782282474356516,Out of Stock,17.0,4573.3,2026-05-19
C,3203.0,2.878007508713643,Unknown,0.0,,2026-05-20
Unknown,3455.0,4.403373498419455,Unknown,38.0,2142.1,2026-05-21
Unknown,3416.0,3.7276365167238352,Out of Stock,10.0,3074.4,2026-05-22
Unknown,1558.0,3.03583314788547,In Stock,28.0,,2026-05-23
D,177.0,3.1168924314498474,In Stock,31.0,,2026-05-24
B,8493.0,3.79811778636372,Out of Stock,3.0,8238.21,2026-05-25
Unknown,6706.0,3.550703656561946,Unknown,11.0,5968.34,2026-05-26
Unknown,823.0,3.308216384905766,In Stock,0.0,823.0,2026-05-27
D,9753.0,1.9590636471429348,Out of Stock,8.0,8972.76,2026-05-28
Unknown,7635.0,3.03583314788547,In Stock,12.0,,2026-05-29
A,3424.0,4.690404920523761,Out of Stock,0.0,3424.0,2026-05-30
Unknown,8221.0,4.772532426367965,Unknown,36.0,5261.4400000000005,2026-05-31
Unknown,5135.0,3.03583314788547,Unknown,35.0,,2026-06-01
A,9272.0,2.459474979375605,Unknown,37.0,5841.36,2026-06-02
Unknown,8406.0,1.291421110640338,Out of Stock,11.0,7481.34,2026-06-03
C,6357.0,2.131057287913904,In Stock,5.0,6039.15,2026-06-04
B,3626.0,3.0985746187075898,Out of Stock,0.0,,2026-06-05
A,9516.0,3.089706066939416,In Stock,0.0,,2026-06-06
Unknown,1506.0,3.03583314788547,Unknown,34.0,,2026-06-07
C,7605.0,3.0350170529880938,In Stock,8.0,6996.6,2026-06-08
Unknown,6609.0,3.03583314788547,Unknown,0.0,,2026-06-09
B,8569.0,4.300744483993222,In Stock,42.0,4970.02,2026-06-10
Unknown,3804.0,2.1275455373366867,In Stock,21.0,3005.1600000000003,2026-06-11
C,1628.0,2.878007508713643,In Stock,0.0,,2026-06-12
Unknown,8319.0,2.065992998978904,In Stock,0.0,8319.0,2026-06-13
B,5557.0,2.917713789824017,Out of Stock,14.0,4779.0199999999995,2026-06-14
B,8722.0,3.39118847782968,In Stock,26.0,6454.28,2026-06-15
Unknown,2642.0,3.684924391910626,Out of Stock,49.0,1347.42,2026-06-16
Unknown,913.0,1.3328083803647814,In Stock,15.0,776.05,2026-06-17
Unknown,3103.0,2.8393745370302623,In Stock,20.0,2482.4,2026-06-18
C,8687.0,2.609026341804329,In Stock,19.0,7036.47,2026-06-19
Unknown,5699.0,3.194113460837644,Out of Stock,0.0,5699.0,2026-06-20
C,9686.0,4.713512141561969,Unknown,27.0,7070.78,2026-06-21
Unknown,1557.0,1.6358672129989371,In Stock,23.0,1198.89,2026-06-22
Unknown,5236.0,2.290243723224427,Unknown,10.0,4712.400000000001,2026-06-23
Unknown,8598.0,3.03583314788547,Unknown,47.0,,2026-06-24
D,7621.0,3.1168924314498474,Out of Stock,30.0,,2026-06-25
Unknown,3130.0,3.0764474681246607,Unknown,16.0,2629.2,2026-06-26
Unknown,3086.0,3.03583314788547,Out of Stock,2.0,,2026-06-27
C,1051.0,2.984321747954581,In Stock,10.0,945.9,2026-06-28
Unknown,5887.0,2.1570579518680604,In Stock,48.0,3061.2400000000002,2026-06-29
Unknown,1320.0,2.358778012130161,Unknown,12.0,1161.6,2026-06-30
Unknown,7446.0,1.5305683312352762,Out of Stock,31.0,5137.74,2026-07-01
Unknown,505.0,3.03583314788547,Out of Stock,30.0,,2026-07-02
Unknown,5334.0,3.03583314788547,Out of Stock,14.0,,2026-07-03
Unknown,3389.0,1.9419005472873463,Out of Stock,2.0,3321.22,2026-07-04
Unknown,5945.0,3.554980560722151,Out of Stock,23.0,4577.650000000001,2026-07-05
Unknown,1142.0,2.259947259430098,Out of Stock,16.0,959.28,2026-07-06
Unknown,4138.0,3.4588528463638504,Unknown,0.0,4138.0,2026-07-07
Unknown,3526.0,2.1822724527784705,Out of Stock,18.0,2891.32,2026-07-08
Unknown,2604.0,3.03583314788547,Out of Stock,0.0,,2026-07-09
Unknown,9502.0,4.058366709120592,In Stock,4.0,9121.92,2026-07-10
Unknown,3542.0,2.2705559802796342,Out of Stock,36.0,2266.88,2026-07-11
Unknown,8987.0,4.580981929533248,Out of Stock,32.0,6111.16,2026-07-12
A,9933.0,3.089706066939416,Unknown,15.0,,2026-07-13
Unknown,9887.0,1.7213441092095616,Unknown,12.0,8700.56,2026-07-14
Unknown,6994.0,3.82123986011341,Out of Stock,11.0,6224.66,2026-07-15
Unknown,7477.0,3.630518223213571,In Stock,25.0,5607.75,2026-07-16
Unknown,9198.0,4.495473933961361,Out of Stock,40.0,5518.8,2026-07-17
A,3125.0,3.089706066939416,Unknown,18.0,,2026-07-18
Unknown,4070.0,3.03583314788547,Unknown,46.0,,2026-07-19
Unknown,2190.0,3.03583314788547,Unknown,10.0,,2026-07-20
Unknown,7550.0,3.03583314788547,Unknown,0.0,,2026-07-21
Unknown,2023.0,4.904290374324477,Unknown,31.0,1395.87,2026-07-22
Unknown,1415.0,2.3817523332258093,Out of Stock,42.0,820.7,2026-07-23
B,8444.0,2.7738985967049112,Unknown,41.0,4981.960000000001,2026-07-24
Unknown,6169.0,2.703924170771108,Out of Stock,38.0,3824.7799999999997,2026-07-25
Unknown,3540.0,3.03583314788547,Out of Stock,15.0,,2026-07-26
Unknown,8313.0,2.7186970795339924,In Stock,16.0,6982.92,2026-07-27
Unknown,2695.0,3.778066899255494,Out of Stock,5.0,2560.25,2026-07-28
C,9809.0,2.143746643611081,Unknown,8.0,9024.28,2026-07-29
Unknown,7046.0,1.7140775121820453,In Stock,5.0,6693.7,2026-07-30
Unknown,6235.0,2.102911271314409,Out of Stock,0.0,6235.0,2026-07-31
Unknown,7534.0,4.414725463391546,Unknown,0.0,7534.0,2026-08-01
Unknown,4863.0,3.03583314788547,Out of Stock,0.0,,2026-08-02
A,5271.0,3.089706066939416,In Stock,45.0,,2026-08-03
Unknown,947.0,3.03583314788547,Unknown,5.0,,2026-08-04
Unknown,5946.0,3.6604478943981777,Out of Stock,0.0,5946.0,2026-08-05
Unknown,9257.0,3.03583314788547,Unknown,0.0,,2026-08-06
Unknown,7479.0,3.03583314788547,Out of Stock,15.0,,2026-08-07
Unknown,6205.0,3.6443532284858016,Unknown,29.0,4405.55,2026-08-08
A,1682.0,3.089706066939416,In Stock,45.0,,2026-08-09
Unknown,918.0,1.7160065833351572,Out of Stock,34.0,605.8799999999999,2026-08-10
Unknown,2863.0,2.3082694158470334,In Stock,44.0,1603.2800000000002,2026-08-11
Unknown,9692.0,3.03583314788547,In Stock,26.0,,2026-08-12
Unknown,4917.0,3.03583314788547,Out of Stock,21.0,,2026-08-13
Unknown,8537.0,2.955839570412353,Unknown,10.0,7683.3,2026-08-14
D,5144.0,3.992799957126113,Out of Stock,27.0,3755.12,2026-08-15
Unknown,2806.0,1.0746418845474637,Out of Stock,30.0,1964.1999999999998,2026-08-16
Unknown,9585.0,4.723567028801993,In Stock,24.0,7284.6,2026-08-17
Unknown,564.0,3.03583314788547,Unknown,49.0,,2026-08-18
Unknown,1036.0,1.3912647972450225,In Stock,39.0,631.96,2026-08-19
Unknown,7268.0,4.137400068629105,In Stock,35.0,4724.2,2026-08-20
Unknown,2122.0,1.070220143254514,Unknown,0.0,2122.0,2026-08-21
C,2261.0,1.154137275042021,Out of Stock,11.0,2012.29,2026-08-22
B,722.0,3.0985746187075898,Unknown,19.0,,2026-08-23
Unknown,1022.0,3.03583314788547,Unknown,1.0,,2026-08-24
Unknown,5237.0,4.854664208038117,Unknown,49.0,2670.87,2026-08-25
Unknown,3549.0,3.218806010696236,In Stock,1.0,3513.5099999999998,2026-08-26
Unknown,9115.0,1.0057146792290896,Unknown,0.0,9115.0,2026-08-27
C,6676.0,3.5448237698474534,Unknown,0.0,6676.0,2026-08-28
Unknown,6530.0,3.03583314788547,In Stock,26.0,,2026-08-29
Unknown,6438.0,1.607100153379533,Unknown,39.0,3927.18,2026-08-30
Unknown,3471.0,2.167357133037513,Out of Stock,5.0,3297.45,2026-08-31
A,3231.0,2.64807174829098,Out of Stock,8.0,2972.52,2026-09-01
Unknown,5674.0,3.03583314788547,Unknown,0.0,,2026-09-02
C,1260.0,3.628810070923449,Out of Stock,43.0,718.2,2026-09-03
Unknown,249.0,3.090414207762457,In Stock,26.0,184.26,2026-09-04
Unknown,8170.0,4.028107377373907,Out of Stock,35.0,5310.5,2026-09-05
Unknown,3432.0,1.3927640802714794,Unknown,45.0,1887.6000000000001,2026-09-06
A,2720.0,3.068155231448395,In Stock,23.0,2094.4,2026-09-07
Unknown,8925.0,1.0070123171523289,Out of Stock,20.0,7140.0,2026-09-08
C,1250.0,2.805398279237349,Out of Stock,20.0,1000.0,2026-09-09
Unknown,1903.0,3.03583314788547,Out of Stock,46.0,,2026-09-10
D,7139.0,3.1168924314498474,Unknown,43.0,,2026-09-11
C,8596.0,4.573302123190464,Out of Stock,35.0,5587.400000000001,2026-09-12
C,6564.0,2.3503275400139074,In Stock,49.0,3347.64,2026-09-13
Unknown,2905.0,3.03583314788547,Out of Stock,27.0,,2026-09-14
B,6381.0,4.1717808137240535,Out of Stock,31.0,4402.889999999999,2026-09-15
Unknown,4347.0,3.03583314788547,Out of Stock,41.0,,2026-09-16
Unknown,291.0,3.961543721430368,Unknown,39.0,177.51,2026-09-17
Unknown,562.0,1.6441076247423672,Unknown,3.0,545.14,2026-09-18
Unknown,614.0,3.03583314788547,Out of Stock,13.0,,2026-09-19
Unknown,9617.0,3.03583314788547,Out of Stock,0.0,,2026-09-20
D,5341.0,3.1168924314498474,Unknown,0.0,,2026-09-21
Unknown,2997.0,2.94105536708034,Out of Stock,0.0,2997.0,2026-09-22
Unknown,1665.0,4.860212846144496,Unknown,34.0,1098.8999999999999,2026-09-23
Unknown,2577.0,3.03583314788547,Out of Stock,49.0,,2026-09-24
A,5778.0,3.089706066939416,In Stock,20.0,,2026-09-25
Unknown,9697.0,3.660483930330342,In Stock,40.0,5818.2,2026-09-26
Unknown,1481.0,1.1997764566550997,Unknown,26.0,1095.94,2026-09-27
Unknown,4870.0,3.03583314788547,Out of Stock,2.0,,2026-09-28
Unknown,7087.0,4.2858110240525695,In Stock,35.0,4606.55,2026-09-29
C,3650.0,2.878007508713643,In Stock,37.0,,2026-09-30
Unknown,3024.0,3.03583314788547,In Stock,16.0,,2026-10-01
Unknown,328.0,3.03583314788547,Out of Stock,41.0,,2026-10-02
Unknown,1538.0,3.03583314788547,Unknown,41.0,,2026-10-03
A,5721.0,3.5787098926367222,Unknown,40.0,3432.6,2026-10-04
Unknown,9329.0,3.03583314788547,In Stock,48.0,,2026-10-05
Unknown,3568.0,4.1094718195275295,Out of Stock,11.0,3175.52,2026-10-06
Unknown,7252.0,3.03583314788547,Out of Stock,36.0,,2026-10-07
C,9119.0,2.5889490467889904,In Stock,10.0,8207.1,2026-10-08
D,8081.0,3.646534010385045,In Stock,12.0,7111.28,2026-10-09
Unknown,381.0,3.03583314788547,Out of Stock,21.0,,2026-10-10
Unknown,1249.0,2.5597631179162104,In Stock,49.0,636.99,2026-10-11
B,6446.0,3.54179016457523,Out of Stock,0.0,6446.0,2026-10-12
C,8709.0,2.878007508713643,Unknown,19.0,,2026-10-13
Unknown,5539.0,1.8096055711712256,Out of Stock,17.0,4597.37,2026-10-14
C,7288.0,2.0449345165071757,Unknown,15.0,6194.8,2026-10-15
D,6778.0,3.1168924314498474,In Stock,41.0,,2026-10-16
Unknown,7675.0,3.03583314788547,Out of Stock,1.0,,2026-10-17
Unknown,9236.0,3.03583314788547,Out of Stock,15.0,,2026-10-18
Unknown,2705.0,4.527438671193559,In Stock,7.0,2515.6499999999996,2026-10-19
D,4246.0,3.1168924314498474,Out of Stock,34.0,,2026-10-20
Unknown,2228.0,3.189855923072394,In Stock,23.0,1715.56,2026-10-21
Unknown,7314.0,4.620648664731213,Unknown,30.0,5119.799999999999,2026-10-22
D,8737.0,4.095370531645545,Unknown,41.0,5154.830000000001,2026-10-23
Unknown,3536.0,3.03583314788547,In Stock,13.0,,2026-10-24
Unknown,5272.0,3.03583314788547,Unknown,25.0,,2026-10-25
Unknown,5113.0,3.03583314788547,Out of Stock,17.0,,2026-10-26
Unknown,2735.0,2.920832286010129,Unknown,26.0,2023.8999999999999,2026-10-27
Unknown,2432.0,3.03583314788547,Out of Stock,16.0,,2026-10-28
Unknown,5736.0,3.03583314788547,Unknown,14.0,,2026-10-29
Unknown,3241.0,4.859328885943068,Unknown,7.0,3014.1299999999997,2026-10-30
D,434.0,3.1168924314498474,Out of Stock,6.0,,2026-10-31
B,9715.0,4.556296310407639,Unknown,1.0,9617.85,2026-11-01
Unknown,2666.0,2.9816969896955987,In Stock,28.0,1919.52,2026-11-02
C,3215.0,2.376312443809915,In Stock,0.0,3215.0,2026-11-03
C,736.0,2.878007508713643,In Stock,12.0,,2026-11-04
Unknown,4650.0,1.1705236652662323,Out of Stock,11.0,4138.5,2026-11-05
C,4392.0,2.7290709788571568,Unknown,13.0,3821.04,2026-11-06
Unknown,535.0,3.03583314788547,Unknown,9.0,,2026-11-07
Unknown,703.0,1.3294513702033006,Out of Stock,4.0,674.88,2026-11-08
Unknown,620.0,3.03583314788547,Out of Stock,33.0,,2026-11-09
D,4290.0,3.1168924314498474,Unknown,13.0,,2026-11-10
A,8171.0,2.059080055374693,Out of Stock,14.0,7027.0599999999995,2026-11-11
Unknown,1305.0,3.03583314788547,In Stock,38.0,,2026-11-12
Unknown,1078.0,4.705406943730678,Unknown,23.0,830.0600000000001,2026-11-13
Unknown,6285.0,2.6079269196478303,In Stock,27.0,4588.05,2026-11-14
Unknown,6551.0,4.246589691739439,In Stock,5.0,6223.45,2026-11-15
C,9566.0,2.878007508713643,Out of Stock,1.0,,2026-11-16
Unknown,9442.0,2.6907269838631973,In Stock,39.0,5759.62,2026-11-17
A,1521.0,3.089706066939416,In Stock,29.0,,2026-11-18
Unknown,1704.0,2.8535947570034668,In Stock,6.0,1601.76,2026-11-19
Unknown,158.0,3.03583314788547,Out of Stock,12.0,,2026-11-20
Unknown,231.0,1.4444003053710293,In Stock,38.0,143.22,2026-11-21
D,8041.0,4.2507262683713325,In Stock,5.0,7638.95,2026-11-22
A,420.0,2.6638460181672,Unknown,1.0,415.8,2026-11-23
C,7645.0,2.878007508713643,Unknown,25.0,,2026-11-24
D,5297.0,3.933676945392267,In Stock,5.0,5032.15,2026-11-25
Unknown,4636.0,3.03583314788547,Unknown,8.0,,2026-11-26
C,7341.0,2.878007508713643,Unknown,21.0,,2026-11-27
B,1971.0,3.0985746187075898,Unknown,1.0,,2026-11-28
Unknown,4945.0,2.2364507255067942,Out of Stock,7.0,4598.849999999999,2026-11-29
B,3412.0,3.0985746187075898,Out of Stock,24.0,,2026-11-30
B,2940.0,2.809246903821382,Unknown,47.0,1558.2,2026-12-01
Unknown,3280.0,3.03583314788547,Out of Stock,29.0,,2026-12-02
Unknown,409.0,3.03583314788547,Out of Stock,16.0,,2026-12-03
B,8690.0,3.0985746187075898,Out of Stock,1.0,,2026-12-04
Unknown,9287.0,4.696252556756083,Unknown,2.0,9101.26,2026-12-05
Unknown,3590.0,4.099343053973303,Out of Stock,0.0,3590.0,2026-12-06
D,7644.0,3.1168924314498474,Out of Stock,0.0,,2026-12-07
Unknown,2428.0,3.03583314788547,Out of Stock,47.0,,2026-12-08
A,5310.0,3.6491763940230895,Out of Stock,1.0,5256.9,2026-12-09
Unknown,2699.0,4.340577472041069,Out of Stock,40.0,1619.3999999999999,2026-12-10
Unknown,3341.0,4.841266708508417,Unknown,44.0,1870.9600000000003,2026-12-11
Unknown,7173.0,1.9388835875204125,Unknown,13.0,6240.51,2026-12-12
B,7293.0,1.9581009208137077,In Stock,29.0,5178.03,2026-12-13
Unknown,4004.0,3.03583314788547,Out of Stock,31.0,,2026-12-14
Unknown,6722.0,2.419346271313845,In Stock,8.0,6184.240000000001,2026-12-15
Unknown,1328.0,2.909360250537106,Unknown,27.0,969.4399999999999,2026-12-16
B,8583.0,3.0985746187075898,In Stock,31.0,,2026-12-17
B,4461.0,3.0985746187075898,In Stock,39.0,,2026-12-18
D,4888.0,3.1168924314498474,In Stock,2.0,,2026-12-19
Unknown,9374.0,3.0028560954050536,Unknown,28.0,6749.28,2026-12-20
Unknown,8339.0,3.918305268050125,In Stock,41.0,4920.01,2026-12-21
Unknown,7640.0,3.03583314788547,Unknown,0.0,,2026-12-22
Unknown,1700.0,1.3836135052314509,In Stock,13.0,1479.0,2026-12-23
Unknown,680.0,3.03583314788547,In Stock,18.0,,2026-12-24
Unknown,2541.0,3.632204748264497,Unknown,37.0,1600.83,2026-12-25
Unknown,6322.0,3.03583314788547,Out of Stock,0.0,,2026-12-26
B,6924.0,4.068935004804429,In Stock,0.0,6924.0,2026-12-27
B,1103.0,3.0985746187075898,Unknown,47.0,,2026-12-28
C,9686.0,1.7999740116247285,Out of Stock,19.0,7845.660000000001,2026-12-29
Unknown,8669.0,4.641905701662897,Out of Stock,12.0,7628.72,2026-12-30
Unknown,4097.0,3.03583314788547,Out of Stock,34.0,,2026-12-31
Unknown,8281.0,3.03583314788547,Unknown,12.0,,2027-01-01
Unknown,1832.0,3.03583314788547,In Stock,28.0,,2027-01-02
B,3741.0,3.0985746187075898,Unknown,47.0,,2027-01-03
Unknown,7054.0,3.03583314788547,Out of Stock,49.0,,2027-01-04
Unknown,6355.0,2.7646612809993303,Out of Stock,0.0,6355.0,2027-01-05
A,1511.0,2.9675683423004284,Out of Stock,7.0,1405.23,2027-01-06
Unknown,1545.0,2.141572749772912,In Stock,29.0,1096.95,2027-01-07
D,828.0,2.153464497259371,Out of Stock,8.0,761.76,2027-01-08
D,6483.0,3.1168924314498474,Unknown,33.0,,2027-01-09
Unknown,3704.0,2.936554309967718,In Stock,1.0,3666.96,2027-01-10
B,3650.0,1.4553014488397469,Unknown,34.0,2408.9999999999995,2027-01-11
Unknown,6354.0,2.872548993774975,In Stock,46.0,3431.1600000000003,2027-01-12
Unknown,3093.0,1.103927782244961,Unknown,42.0,1793.9400000000003,2027-01-13
D,8585.0,3.1168924314498474,Unknown,43.0,,2027-01-14
C,9832.0,4.967090649554048,Out of Stock,2.0,9635.36,2027-01-15
A,3726.0,3.089706066939416,In Stock,26.0,,2027-01-16
Unknown,7030.0,3.03583314788547,Out of Stock,19.0,,2027-01-17
Unknown,5769.0,3.03583314788547,Out of Stock,18.0,,2027-01-18
Unknown,2883.0,2.755392182553186,Out of Stock,35.0,1873.95,2027-01-19
Unknown,3736.0,1.0274014575018144,Unknown,26.0,2764.64,2027-01-20
Unknown,7702.0,1.1597475792875311,Out of Stock,21.0,6084.58,2027-01-21
Unknown,4437.0,3.03583314788547,In Stock,8.0,,2027-01-22
C,6987.0,2.878007508713643,Unknown,0.0,,2027-01-23
Unknown,7648.0,3.03583314788547,In Stock,45.0,,2027-01-24
Unknown,1670.0,3.03583314788547,Unknown,13.0,,2027-01-25
B,5335.0,3.0985746187075898,Out of Stock,12.0,,2027-01-26
A,6117.0,3.089706066939416,In Stock,26.0,,2027-01-27
B,1695.0,3.137216935730504,In Stock,7.0,1576.35,2027-01-28
B,4769.0,3.199256476549933,Unknown,41.0,2813.7100000000005,2027-01-29
Unknown,8325.0,3.7499952445002265,Unknown,6.0,7825.5,2027-01-30
Unknown,1804.0,3.03583314788547,In Stock,7.0,,2027-01-31
Unknown,9951.0,3.03583314788547,In Stock,26.0,,2027-02-01
Unknown,4828.0,3.03583314788547,In Stock,22.0,,2027-02-02
Unknown,1698.0,3.0891231681012314,In Stock,11.0,1511.22,2027-02-03
C,2571.0,1.2425196422667808,In Stock,22.0,2005.38,2027-02-04
Unknown,3691.0,4.799496226122256,Unknown,37.0,2325.33,2027-02-05
D,6967.0,2.9294789139842865,In Stock,39.0,4249.87,2027-02-06
Unknown,9148.0,3.03583314788547,Unknown,46.0,,2027-02-07
A,3701.0,3.089706066939416,In Stock,12.0,,2027-02-08
Unknown,6867.0,3.03583314788547,Unknown,3.0,,2027-02-09
C,2610.0,2.7912042416852207,Unknown,10.0,2349.0,2027-02-10
Unknown,7606.0,3.6542273863931314,In Stock,0.0,7606.0,2027-02-11
Unknown,3135.0,4.594448915399168,Unknown,28.0,2257.2,2027-02-12
D,5597.0,3.116135383834756,In Stock,27.0,4085.81,2027-02-13
Unknown,1839.0,4.274956660699364,Out of Stock,16.0,1544.76,2027-02-14
D,4763.0,3.972744227384923,Unknown,42.0,2762.5400000000004,2027-02-15
Unknown,4219.0,3.03583314788547,In Stock,37.0,,2027-02-16
Unknown,5608.0,4.157697336735428,Out of Stock,6.0,5271.5199999999995,2027-02-17
B,5195.0,3.689327293029892,Unknown,3.0,5039.15,2027-02-18
C,2540.0,2.878007508713643,In Stock,40.0,,2027-02-19
Unknown,6716.0,1.7903990305576372,In Stock,7.0,6245.879999999999,2027-02-20
B,3722.0,3.0985746187075898,Out of Stock,37.0,,2027-02-21
Unknown,8682.0,1.1906363377840607,Unknown,47.0,4601.46,2027-02-22
C,2647.0,2.878007508713643,In Stock,0.0,,2027-02-23
A,4104.0,3.089706066939416,Out of Stock,39.0,,2027-02-24
C,6952.0,4.511057655143444,Unknown,4.0,6673.92,2027-02-25
Unknown,9928.0,3.03583314788547,In Stock,49.0,,2027-02-26
Unknown,5712.0,2.747244805164672,Out of Stock,45.0,3141.6000000000004,2027-02-27
Unknown,251.0,1.0331563051446873,Out of Stock,44.0,140.56,2027-02-28
Unknown,3611.0,1.915730729536624,Unknown,36.0,2311.04,2027-03-01
Unknown,3295.0,1.5374126752191493,Unknown,11.0,2932.55,2027-03-02
Unknown,889.0,3.03583314788547,Out of Stock,45.0,,2027-03-03
C,1972.0,2.2472597886538628,In Stock,10.0,1774.8,2027-03-04
Unknown,5429.0,4.958336197386105,In Stock,2.0,5320.42,2027-03-05
Unknown,4415.0,1.4463942073567808,Out of Stock,45.0,2428.25,2027-03-06
Unknown,6889.0,3.03583314788547,Unknown,13.0,,2027-03-07
D,2507.0,3.1168924314498474,Out of Stock,45.0,,2027-03-08
Unknown,8945.0,4.670162360548385,Out of Stock,11.0,7961.05,2027-03-09
Unknown,6533.0,1.3923237307536795,In Stock,32.0,4442.44,2027-03-10
Unknown,4318.0,2.130970062385172,Out of Stock,0.0,4318.0,2027-03-11
Unknown,2173.0,3.03583314788547,Out of Stock,24.0,,2027-03-12
Unknown,2996.0,3.3973758435143004,Unknown,49.0,1527.96,2027-03-13
D,521.0,1.109541284390204,Out of Stock,30.0,364.7,2027-03-14
C,4158.0,3.2560110783637324,Unknown,7.0,3866.9399999999996,2027-03-15
Unknown,7314.0,3.03583314788547,Unknown,41.0,,2027-03-16
Unknown,3430.0,3.03583314788547,Out of Stock,27.0,,2027-03-17
Unknown,5556.0,3.03583314788547,In Stock,1.0,,2027-03-18
C,7425.0,2.3263206410049206,Unknown,22.0,5791.5,2027-03-19
Unknown,6689.0,1.0155582851684466,In Stock,20.0,5351.200000000001,2027-03-20
Unknown,5132.0,3.03583314788547,Out of Stock,43.0,,2027-03-21
Unknown,5475.0,3.03583314788547,Out of Stock,13.0,,2027-03-22
D,8273.0,4.152618603391821,Unknown,7.0,7693.889999999999,2027-03-23
Unknown,5565.0,3.03583314788547,Unknown,47.0,,2027-03-24
